# z,n,symbol,jp,abundance,half_life_sec,half_life_text,decays,binding_kev_per_a,mass_excess_kev,discovery
19,17,K,2+,,0.341,341 ms,EC+B+:100 ECP:0.048 ECA:0.0034,8142.22,-17417.182,1967
19,18,K,3/2+,,1.225,1.225 s,EC+B+:100,8339.85,-24800.201,1958
19,19,K,3+,,459.1,7.651 m,EC+B+:100,8438.06,-28800.76,1937
19,20,K,3/2+,93.2581,STABLE,stable,,8557.03,-33807.195,1921
19,21,K,4-,0.0117,3.938e+16,1.248E+9 Y,B-:89.28 EC+B+:10.72,8538.09,-33535.497,1935
19,22,K,3/2+,6.7302,STABLE,stable,,8576.07,-35559.549,1921
19,23,K,2-,,4.448e+04,12.355 h,B-:100,8551.26,-35022.031,1935
19,24,K,3/2+,,8.028e+04,22.3 h,B-:100,8576.22,-36575.394,1949
19,25,K,2-,,1328,22.13 m,B-:100,8546.7,-35781.498,1954
19,26,K,3/2+,,1069,17.81 m,B-:100,8554.67,-36615.643,1964
19,27,K,(2-),,105,105 s,B-:100,8518.04,-35413.929,1965
19,28,K,1/2+,,17.5,17.50 s,B-:100,8514.88,-35711.982,1964
19,29,K,1(-),,6.8,6.8 s,B-:100 B-N:1.14,8434.23,-32284.482,1972
19,30,K,(1/2+ 3/2+),,1.26,1.26 s,B-:100 B-N:86,8372.28,-29611.496,1972
19,31,K,0(-),,0.472,472 ms,B-:100 B-N:29 B-2N,8288.58,-25727.853,1972
19,32,K,3/2+,,0.365,365 ms,B-:100 B-N:65,8221.33,-22515.457,1983
19,33,K,(2-),,0.11,110 ms,B-:100 B-N:74 B-2N:2.3,8115.03,-17137.628,1983
19,34,K,(3/2+),,0.03,30 ms,B-:100 B-N:67 B-2N:17,8022.85,-12295.722,1983
19,35,K,2-,,0.01,10 ms,B-:100 B-2N B-N,7891,-5150,1983
19,36,K,(3/2+),,,,B-:100 B-N B-4N,7792,470,2009
19,37,K,,,,,B-:100 B-N B-2N,7663,7980,2009
20,14,Ca,0+,,3.5e-08,35 ns,P 2P,7173,14890,
20,15,Ca,(1/2+),,0.0257,25.7 ms,EC+B+:100 ECP:95.9 EC2P:4.1,7476,5190,1985
20,16,Ca,0+,,0.1012,101.2 ms,EC+B+:100 ECP:51.2,7815.88,-6451.166,1977
20,17,Ca,(3/2+),,0.1811,181.1 ms,EC+B+:100 ECP:82.1,8003.46,-13136.07,1964
20,18,Ca,0+,,0.4438,443.76 ms,EC+B+:100,8240.04,-22058.503,1966
20,19,Ca,3/2+,,0.8603,860.3 ms,EC+B+:100,8369.67,-27282.707,1943
20,20,Ca,0+,96.941,STABLE,stable,,8551.3,-34846.402,1922
20,21,Ca,7/2-,,3.137e+12,9.94E+4 Y,EC:100,8546.71,-35137.908,1939
20,22,Ca,0+,0.647,STABLE,stable,,8616.56,-38547.293,1934
20,23,Ca,7/2-,0.135,STABLE,stable,,8600.67,-38408.873,1934
20,24,Ca,0+,2.086,STABLE,stable,,8658.18,-41468.73,1922
20,25,Ca,7/2-,,1.405e+07,162.61 d,B-:100,8630.55,-40812.23,1940
20,26,Ca,0+,0.004,STABLE,stable,,8668.98,-43139.61,1938
20,27,Ca,7/2-,,3.919e+05,4.536 d,B-:100,8639.35,-42344.665,1951
20,28,Ca,0+,0.187,9.152e+26,2.9E19 Y,2B-:78 2B-:74 B-:22,8666.69,-44224.868,1938
20,29,Ca,3/2-,,523.1,8.718 m,B-:100,8594.85,-41300.003,1950
20,30,Ca,0+,,13.45,13.45 s,B-:100,8550.16,-39589.23,1964
20,31,Ca,3/2(-),,10,10.0 s,B-:100 B-N,8476.91,-36332.31,1980
20,32,Ca,0+,,4.6,4.6 s,B-:100 B-N,8429.38,-34266.272,1985
20,33,Ca,(1/2-),,0.461,461 ms,B-:100 B-N:40,8330.58,-29387.707,1983
20,34,Ca,0+,,0.107,107 ms,B-:100 B-2N B-N,8247.5,-25160.587,1997
20,35,Ca,(5/2-),,0.022,22 ms,B-:100 B-2N B-N,8125.93,-18650.375,1997
20,36,Ca,0+,,0.011,11 ms,B-:100 B-N B-3N,8033.17,-13510.39,1997
20,37,Ca,,,6.2e-07,620 ns,B-2N B-N B-,7912,-6560,2009
20,38,Ca,0+,,6.2e-07,620 ns,B-N B-,7828,-1530,2009
21,17,Sc,,,,,P,7751,-4249,
21,18,Sc,(7/2-),,3e-07,300 ns,P:100,8013.46,-14172.726,1988
21,19,Sc,4-,,0.1823,182.3 ms,EC+B+:100 ECP:0.44 ECA:0.017,8173.67,-20523.353,1955
21,20,Sc,7/2-,,0.5963,596.3 ms,EC+B+:100,8369.2,-28642.36,1941
21,21,Sc,0+,,0.6808,680.79 ms,EC+B+:100,8444.93,-32121.003,1955
21,22,Sc,7/2-,,1.401e+04,3.891 h,EC+B+:100,8530.83,-36188.15,1935
21,23,Sc,2+,,1.429e+04,3.97 h,EC+B+:100,8557.38,-37816.035,1937
21,24,Sc,7/2-,100,STABLE,stable,,8618.94,-41072.321,1923
21,25,Sc,4+,,7.239e+06,83.79 d,B-:100,8622.02,-41761.643,1936
21,26,Sc,7/2-,,2.894e+05,3.3492 d,B-:100,8665.1,-44336.842,1945
21,27,Sc,6+,,1.574e+05,43.71 h,B-:100,8656.21,-44504.083,1937
21,28,Sc,7/2-,,3431,57.18 m,B-:100,8686.28,-46562.447,1940
21,29,Sc,5+,,102.5,102.5 s,B-:100,8633.47,-44537.12,1959
21,30,Sc,(7/2)-,,12.4,12.4 s,B-:100 B-N,8597.22,-43250.353,1966
21,31,Sc,3(+),,8.2,8.2 s,B-:100,8534.67,-40523.56,1980
21,32,Sc,(7/2-),,2.6,2.6 s,B-:100 B-N,8492.83,-38769.555,1980
21,33,Sc,(3)+,,0.526,526 ms,B-:100 B-N:16,8404.81,-34437.934,1990
21,34,Sc,(7/2-),,0.096,96 ms,B-:100 B-N:17,8333.37,-30842.108,1990
21,35,Sc,(1+),,0.026,26 ms,B-:100 B-N B-2N,8233.58,-25515.848,1997
21,36,Sc,,,0.013,13 ms,B-:100 B-2N B-N,8158.17,-21379.653,1997
21,37,Sc,,,0.012,12 ms,B-:100 B-N,8054.94,-15479.569,1997
21,38,Sc,,,,,B-:100 B-N,7976.41,-10829.55,2009
21,40,Sc,,,,,B-:100 B-4N B-N,7794,500,2009
22,16,Ti,,,1.2e-07,120 ns,2P,7319,11370,
22,17,Ti,(3/2+),,0.0285,28.5 ms,EC+B+:100 ECP:93.7 EC2P:14,7566,2500,1990
22,18,Ti,0+,,0.0524,52.4 ms,ECP:100 EC+B+:100,7865.86,-8993.439,1982
22,19,Ti,3/2+,,0.0819,81.9 ms,EC+B+:100 ECP:100,8034.39,-15697.539,1964
22,20,Ti,0+,,0.2087,208.65 ms,EC+B+:100,8259.24,-25104.353,1964
22,21,Ti,7/2-,,0.509,509 ms,EC+B+:100 ECP,8352.81,-29315.591,1948
22,22,Ti,0+,,1.865e+09,59.1 Y,EC:100,8533.52,-37548.586,1954
22,23,Ti,7/2-,,1.109e+04,184.8 m,EC+B+:100,8555.73,-39010.266,1941
22,24,Ti,0+,8.25,STABLE,stable,,8656.46,-44128.269,1934
22,25,Ti,5/2-,7.44,STABLE,stable,,8661.23,-44937.612,1934
22,26,Ti,0+,73.72,STABLE,stable,,8723.01,-48492.952,1923
22,27,Ti,7/2-,5.41,STABLE,stable,,8711.16,-48564.012,1934
22,28,Ti,0+,5.18,STABLE,stable,,8755.72,-51431.867,1934
22,29,Ti,3/2-,,345.6,5.76 m,B-:100,8708.99,-49732.965,1947
22,30,Ti,0+,,102,1.7 m,B-:100,8691.82,-49477.698,1966
22,31,Ti,(3/2)-,,32.7,32.7 s,B-:100,8631.13,-46881.433,1977
22,32,Ti,0+,,2.1,2.1 s,B-:100,8599.69,-45743.812,1980
22,33,Ti,(1/2)-,,1.3,1.3 s,B-:100,8518.97,-41832.469,1980
22,34,Ti,0+,,0.2,200 ms,B-:100 B-N,8467.95,-39422.995,1980
22,35,Ti,(5/2-),,0.098,98 ms,B-:100 B-N,8372.9,-34401.848,1985
22,36,Ti,0+,,0.058,58 ms,B-:100 B-N,8307.63,-30917.668,1992
22,37,Ti,(5/2-),,0.0285,28.5 ms,B-:100,8218,-25880,1997
22,38,Ti,0+,,0.022,22 ms,B-:100 B-N B-2N,8152.79,-22099.698,1997
22,39,Ti,(1/2-),,0.015,15 ms,B-:100 B-2N B-N,8058,-16370,1997
22,40,Ti,0+,,6.2e-07,620 ns,B- B-N,7990,-12200,2009
22,41,Ti,,,3.6e-07,360 ns,B-N B-,7891,-5860,2009
22,42,Ti,0+,,,,B-:100 B-N B-2N,7826,-1480,2013
23,19,V,,,5.5e-08,55 ns,P,7824,-7620,
23,20,V,,,0.0793,79.3 ms,EC+B+:100 ECP,8069.51,-17916.358,1987
23,21,V,(2)+,,0.111,111 ms,EC+B+:100 ECA,8203.46,-23808.079,1971
23,22,V,7/2-,,0.547,547 ms,EC+B+:100,8380.04,-31886.441,1975
23,23,V,0+,,0.4225,422.50 ms,EC+B+:100,8486.14,-37075.897,1952
23,24,V,3/2-,,1956,32.6 m,EC+B+:100,8582.23,-42007.07,1942
23,25,V,4+,,1.38e+06,15.974 d,EC+B+:100,8623.07,-44478.005,1937
23,26,V,7/2-,,2.851e+07,330 d,EC:100,8682.91,-47962.157,1940
23,27,V,6+,0.25,8.363e+24,2.65E+17 Y,EC+B+:99.3 B-:0.7,8695.9,-49223.24,1949
23,28,V,7/2-,99.75,STABLE,stable,,8742.09,-52203.105,1924
23,29,V,3+,,224.6,3.743 m,B-:100,8714.57,-51443.032,1934
23,30,V,7/2-,,92.58,1.543 m,B-:100,8710.14,-51851.675,1960
23,31,V,3+,,49.8,49.8 s,B-:100,8662.14,-49898.267,1970
23,32,V,(7/2-),,6.54,6.54 s,B-:100,8637.34,-49125.136,1977
23,33,V,1+,,0.216,216 ms,B-:100 B-N,8574.7,-46183.401,1980
23,34,V,(7/2-),,0.32,0.32 s,B-:100 B-N,8535.2,-44435.063,1980
23,35,V,(1+),,0.191,191 ms,B-:100 B-N,8458.16,-40430.584,1980
23,36,V,(5/2- 3/2-),,0.097,97 ms,B-:100 B-N:0.03,8403.8,-37610.617,1985
23,37,V,,,0.122,122 ms,B-:100 B-2N B-N,8322.88,-33087.402,1985
23,38,V,(3/2- 5/2-),,0.0483,48.3 ms,B-:100 B-N:10 B-2N,8271.04,-30177.121,1992
23,39,V,,,0.0336,33.6 ms,B-:100 B-N,8187.76,-25213.164,1997
23,40,V,7/2-,,0.017,17 ms,B-:100 B-N:35,8130.78,-21740.141,1997
23,41,V,(0 1 2),,0.015,15 ms,B-:100 B-N B-3N,8045,-16320,1997
23,42,V,,,3.6e-07,360 ns,B-:100 B-N,7981,-12110,2009
23,43,V,,,3.6e-07,360 ns,B- B-N,7894,-6300,2009
23,44,V,,,6.2e-07,620 ns,B- B-N B-2N,7829,-1744,2013
24,18,Cr,0+,,0.0133,13.3 ms,EC+B+:100 ECP:94.4,7456,7060,1996
24,19,Cr,(3/2+),,0.0212,21.2 ms,EC+B+:100 ECP:79.3 EC2P:11.6,7680,-1970,1992
24,20,Cr,0+,,0.0428,42.8 ms,EC+B+:100 ECP:7,7949.63,-13421.899,1987
24,21,Cr,(7/2-),,0.0609,60.9 ms,B+:100 B+P:34.4,8087.73,-19514.801,1974
24,22,Cr,0+,,0.26,0.26 s,EC+B+:100,8303.82,-29471.57,1972
24,23,Cr,3/2-,,0.5,500 ms,EC+B+:100,8407.21,-34563.093,1972
24,24,Cr,0+,,7.762e+04,21.56 h,EC+B+:100,8572.26,-42821.313,1952
24,25,Cr,5/2-,,2538,42.3 m,EC+B+:100,8613.28,-45332.352,1942
24,26,Cr,0+,4.345,4.102e+25,1.3E+18 Y,2EC,8701.02,-50261.364,1930
24,27,Cr,7/2-,,2.394e+06,27.704 d,EC:100,8711.99,-51450.715,1940
24,28,Cr,0+,83.789,STABLE,stable,,8775.99,-55419.508,1923
24,29,Cr,3/2-,9.501,STABLE,stable,,8760.21,-55287.618,1930
24,30,Cr,0+,2.365,STABLE,stable,,8777.97,-56935.379,1930
24,31,Cr,3/2-,,209.8,3.497 m,B-:100,8731.94,-55110.324,1952
24,32,Cr,0+,,356.4,5.94 m,B-:100,8723.26,-55285.128,1960
24,33,Cr,(3/2)-,,21.1,21.1 s,B-:100,8663.4,-52524.985,1978
24,34,Cr,0+,,7,7.0 s,B-:100,8644,-51991.808,1980
24,35,Cr,(1/2-),,0.74,0.74 s,B-:100,8568.6,-48115.931,1980
24,36,Cr,0+,,0.49,0.49 s,B-:100 B-N,8540.19,-46908.5,1980
24,37,Cr,(5/2-),,0.234,234 ms,B-:100 B-N,8460.17,-42496.502,1985
24,38,Cr,0+,,0.206,206 ms,B-:100 B-N,8427.39,-40852.611,1985
24,39,Cr,1/2-,,0.129,129 ms,B-:100 B-N,8347.54,-36178.299,1992
24,40,Cr,0+,,0.0429,42.9 ms,B-:100 B-N,8303.56,-33639.978,1992
24,41,Cr,(1/2-),,0.027,27 ms,B-:100,8218,-28310,1997
24,42,Cr,0+,,0.024,24 ms,B-:100,8168,-25140,1997
24,43,Cr,,,,,,8079,-19270,1997
24,44,Cr,0+,,3.6e-07,360 ns,B-:100 B-N:0,8026,-15690,2009
24,45,Cr,,,6.2e-07,620 ns,B- B-N B-2N,7939,-9630,2013
24,46,Cr,0+,,6.2e-07,620 ns,B- B-N B-2N,7884,-5640,2013
25,19,Mn,,,1.05e-07,105 ns,EC P,7457,7460,
25,20,Mn,,,,,,7747,-4980,
25,21,Mn,(4+),,0.0362,36.2 ms,EC+B+:100 ECP:57,7916.08,-12417.748,1987
25,22,Mn,(5/2-),,0.1,100 ms,EC+B+:100 ECP:3.4,8135.31,-22566.376,1987
25,23,Mn,4+,,0.1577,157.7 ms,EC+B+:100 B+P:0.28 B+A:0.0006,8274.19,-29296.644,1987
25,24,Mn,5/2-,,0.382,382 ms,EC+B+:100,8439.92,-37619.925,1970
25,25,Mn,0+,,0.2832,283.19 ms,EC+B+:100,8532.68,-42626.886,1952
25,26,Mn,5/2-,,2772,46.2 m,EC+B+:100,8633.76,-48243.225,1938
25,27,Mn,6+,,4.831e+05,5.591 d,EC+B+:100,8670.41,-50711.387,1938
25,28,Mn,7/2-,,1.168e+14,3.7E+6 Y,EC:100,8734.18,-54690.35,1955
25,29,Mn,3+,,2.697e+07,312.20 d,EC+B+:100 B-:0.000093,8737.98,-55558.247,1938
25,30,Mn,5/2-,100,STABLE,stable,,8765.02,-57712.542,1923
25,31,Mn,3+,,9284,2.5789 h,B-:100,8738.34,-56911.666,1934
25,32,Mn,5/2-,,85.4,85.4 s,B-:100,8736.71,-57486.279,1954
25,33,Mn,1+,,3,3.0 s,B-:100,8696.64,-55827.568,1961
25,34,Mn,5/2-,,4.59,4.59 s,B-:100,8680.92,-55525.328,1976
25,35,Mn,1+,,0.28,0.28 s,B-:100 IT:100,8628.14,-52967.946,1978
25,36,Mn,5/2(-),,0.709,0.709 s,B-:100 B-N:0.2,8598.92,-51742.13,1980
25,37,Mn,(1+),,0.092,92 ms,B-:100 B-N,8538.5,-48523.965,1983
25,38,Mn,5/2-,,0.275,0.275 s,B-:100 B-N,8505.1,-46887.061,1985
25,39,Mn,1(+),,0.09,90 ms,B-:100 B-N:2.7,8437.42,-42989.04,1985
25,40,Mn,(5/2-),,0.092,92 ms,B-:100 B-N:7.9,8400.68,-40967.344,1985
25,41,Mn,,,0.065,65 ms,B-:100,8331.8,-36750.392,1992
25,42,Mn,(5/2-),,0.047,47 ms,B-:100 B-N,8281,-33580,1997
25,43,Mn,>3,,0.028,28 ms,B-:100 B-N:0,8209,-28920,1995
25,44,Mn,(5/2-),,0.016,16 ms,B-:100,8155,-25360,1995
25,45,Mn,,,0.0199,19.9 ms,B-:100 B-N:50,8084,-20450,2009
25,47,Mn,,,6.2e-07,620 ns,B- B-N B-2N,7955,-11170,2013
25,48,Mn,,,,,B-:100 B-N B-2N,7895,-6700,2017
26,19,Fe,(3/2+),,0.00189,1.89 ms,2P:57 EC+B+:43 B+P:43,7299,14408,1996
26,20,Fe,0+,,0.013,13.0 ms,EC+B+:100 ECP:78.7,7603,1210,1992
26,21,Fe,(7/2-),,0.0218,21.8 ms,EC+B+:100 ECP:0 EC2P,7790,-7130,1992
26,22,Fe,0+,,0.0455,45.5 ms,EC+B+:100 ECP:15.3,8022.73,-18008.575,1987
26,23,Fe,(7/2-),,0.0647,64.7 ms,EC+B+:100 B+P:56.7,8161.31,-24750.73,1970
26,24,Fe,0+,,0.152,152.0 ms,EC+B+:100 ECP:0,8354.03,-34476.46,1977
26,25,Fe,5/2-,,0.305,305 ms,EC+B+:100,8460.5,-40189.185,1972
26,26,Fe,0+,,2.979e+04,8.275 h,EC+B+:100,8609.61,-48332.095,1948
26,27,Fe,7/2-,,510.6,8.51 m,EC+B+:100,8648.8,-50947.483,1938
26,28,Fe,0+,5.845,STABLE,stable,,8736.38,-56254.615,1923
26,29,Fe,3/2-,,8.659e+07,2.744 Y,EC:100,8746.6,-57481.422,1939
26,30,Fe,0+,91.754,STABLE,stable,,8790.36,-60607.163,1923
26,31,Fe,1/2-,2.119,STABLE,stable,,8770.28,-60182.017,1935
26,32,Fe,0+,0.282,STABLE,stable,,8792.25,-62155.271,1935
26,33,Fe,3/2-,,3.844e+06,44.490 d,B-:100,8754.77,-60664.957,1938
26,34,Fe,0+,,8.268e+13,2.62E+6 Y,B-:100,8755.85,-61413.174,1957
26,35,Fe,(3/2-),,358.8,5.98 m,B-:100,8703.77,-58920.503,1957
26,36,Fe,0+,,68,68 s,B-:100,8692.88,-58878.057,1975
26,37,Fe,(5/2-),,6.1,6.1 s,B-:100,8631.55,-55635.629,1980
26,38,Fe,0+,,2,2.0 s,B-:100,8612.39,-54969.552,1980
26,39,Fe,(1/2-),,0.81,0.81 s,B-:100,8546.35,-51217.902,1980
26,40,Fe,0+,,0.44,440 ms,B-:100,8521.72,-50067.847,1985
26,41,Fe,(5/2+),,0.6,0.6 s,B-:100,8449.94,-45708.416,1985
26,42,Fe,0+,,0.188,188 ms,B-:100 B-N:0,8418,-43897,1985
26,43,Fe,,,0.11,110 ms,B-:100,8345,-39199,1992
26,44,Fe,0+,,0.065,65 ms,B-:100 B-N,8308,-36890,1997
26,45,Fe,,,0.0357,35.7 ms,B-:100 B-2N B-N,8235,-31930,1997
26,46,Fe,0+,,1.5e-07,150 ns,B-:100 B-N:27.6,8195,-29250,1997
26,47,Fe,,,0.0129,12.9 ms,B-:100 B-N B-2N,8121,-23990,2010
26,48,Fe,0+,,0.0082,8.2 ms,B-2N B-N B-,8076,-20660,2010
26,49,Fe,,,6.2e-07,620 ns,B- B-N B-2N,7996,-14700,2013
26,50,Fe,0+,,,,B-:100 B-2N B-3N,7943,-10590,2017
27,21,Co,,,,,P,7595,1730,
27,23,Co,(6+),,0.0388,38.8 ms,EC+B+:100 ECP:70.5 EC2P,8000.64,-17589.403,1987
27,24,Co,7/2-,,0.0688,68.8 ms,EC+B+:100 ECP:3.8,8193.25,-27342.146,1987
27,25,Co,(6+),,0.104,104 ms,EC+B+:100 B+P,8325.56,-34343.979,1987
27,26,Co,(7/2-),,0.24,240 ms,EC+B+:100,8477.66,-42659.376,1970
27,27,Co,0+,,0.1933,193.28 ms,EC+B+:100,8569.22,-48010.068,1952
27,28,Co,7/2-,,6.311e+04,17.53 h,EC+B+:100,8669.62,-54029.996,1938
27,29,Co,4+,,6.673e+06,77.236 d,EC+B+:100,8694.84,-56040.518,1941
27,30,Co,7/2-,,2.348e+07,271.74 d,EC:100,8741.88,-59345.658,1941
27,31,Co,2+,,6.122e+06,70.86 d,EC+B+:100,8738.97,-59847.292,1941
27,32,Co,7/2-,100,STABLE,stable,,8768.04,-62229.838,1923
27,33,Co,5+,,1.663e+08,1925.28 d,B-:100,8746.77,-61650.437,1941
27,34,Co,7/2-,,5936,1.649 h,B-:100,8756.15,-62898.179,1947
27,35,Co,(2)+,,92.4,1.54 m,B-:100,8721.33,-61424.399,1949
27,36,Co,7/2-,,27.4,27.4 s,B-:100,8717.8,-61851.553,1960
27,37,Co,1+,,0.3,0.30 s,B-:100,8675.52,-59792.442,1969
27,38,Co,(7/2)-,,1.16,1.16 s,B-:100,8656.88,-59185.205,1978
27,39,Co,(3+),,0.2,0.20 s,B-:100,8605.94,-56408.541,1985
27,40,Co,(7/2-),,0.425,0.425 s,B-:100,8581.74,-55321.783,1985
27,41,Co,(7-),,0.2,0.20 s,B-:100,8520.13,-51642.591,1985
27,42,Co,(7/2-),,0.227,227 ms,B-:100,8495.41,-50385.447,1985
27,43,Co,(6- 7-),,0.112,112 ms,B-:100 B-N,8434.2,-46524.963,1998
27,44,Co,(7/2-),,0.08,80 ms,B-:100 B-N:16,8398.73,-44369.93,1992
27,45,Co,[6- 7-],,0.0599,59.9 ms,B-:100 B-N:6,8338,-40300,1992
27,46,Co,,,0.0407,40.7 ms,B-:100 B-N:22 B-2N,8302,-37970,1995
27,47,Co,,,0.0313,31.3 ms,B-:100 B-N:18 B-2N,8239,-33540,1995
27,48,Co,,,0.03,30 ms,B-:100 B-N:16 B-2N,8197,-30560,1995
27,49,Co,,,0.0217,21.7 ms,B-:100 B-2N B-N,8131,-25660,2010
27,50,Co,,,0.013,13.0 ms,B-:100 B-N B-2N,8082,-21910,2014
27,51,Co,,,,,B-:100 B-4N B-3N,7997,-15320,2017
28,20,Ni,0+,,0.0021,2.1 ms,2P:70 B+P:30,7236,18178,2000
28,21,Ni,,,0.0075,7.5 ms,EC+B+:100 B+P:83,7450,8530,1996
28,22,Ni,0+,,0.0185,18.5 ms,EC+B+:100 ECP:73 EC2P:14,7702,-3460,1994
28,23,Ni,(7/2-),,0.0238,23.8 ms,EC+B+:100 ECP:87.2 EC2P:0.5,7870,-11650,1987
28,24,Ni,0+,,0.0408,40.8 ms,EC+B+:100 B+P:31.4,8083.9,-22559.856,1987
28,25,Ni,(7/2-),,0.0552,55.2 ms,EC+B+:100 ECP:23.4,8217.07,-29630.827,1976
28,26,Ni,0+,,0.1142,114.2 ms,EC+B+:100,8393.03,-39278.312,1977
28,27,Ni,7/2-,,0.2037,203.7 ms,EC+B+:100,8497.32,-45335.961,1972
28,28,Ni,0+,,5.249e+05,6.075 d,EC+B+:100,8642.78,-53907.649,1952
28,29,Ni,3/2-,,1.282e+05,35.60 h,EC+B+:100,8670.94,-56083.961,1938
28,30,Ni,0+,68.0769,STABLE,stable,,8732.06,-60228.871,1921
28,31,Ni,3/2-,,2.398e+12,7.6E+4 Y,EC+B+:100,8736.59,-61156.833,1951
28,32,Ni,0+,26.2231,STABLE,stable,,8780.78,-64473.243,1921
28,33,Ni,3/2-,1.1399,STABLE,stable,,8765.03,-64222.029,1934
28,34,Ni,0+,3.6345,STABLE,stable,,8794.56,-66746.44,1934
28,35,Ni,1/2-,,3.194e+09,101.2 Y,B-:100,8763.5,-65512.891,1951
28,36,Ni,0+,0.9256,STABLE,stable,,8777.46,-67099.034,1935
28,37,Ni,5/2-,,9063,2.5175 h,B-:100,8736.24,-65125.796,1946
28,38,Ni,0+,,1.966e+05,54.6 h,B-:100,8739.51,-66006.293,1948
28,39,Ni,(1/2)-,,21,21 s,B-:100,8695.75,-63742.688,1978
28,40,Ni,0+,,29,29 s,B-:100,8682.47,-63463.822,1977
28,41,Ni,(9/2+),,11.4,11.4 s,B-:100 B-N,8623.1,-59978.656,1984
28,42,Ni,0+,,6,6.0 s,B-:100,8604.29,-59213.868,1987
28,43,Ni,(9/2+),,2.56,2.56 s,B-:100,8543.16,-55406.236,1987
28,44,Ni,0+,,1.57,1.57 s,B-:100,8520.21,-54226.068,1987
28,45,Ni,(9/2+),,0.84,0.84 s,B-:100 B-N,8457.65,-50108.159,1987
28,46,Ni,0+,,0.5077,507.7 ms,B-:100 B-N,8433,-48700,1987
28,47,Ni,,,0.344,344 ms,B-:100 B-N:10,8369,-44240,1992
28,48,Ni,0+,,0.238,0.238 s,B-:100 B-N,8338,-42190,1995
28,49,Ni,(9/2+),,0.1589,158.9 ms,B-:100 B-N:26 B-2N,8272,-37350,1995
28,50,Ni,0+,,0.11,0.11 s,B-:100 B-N,8238,-34880,1995
28,51,Ni,,,0.043,43.0 ms,B-:100 B-N B-2N,8150,-28160,2010
28,52,Ni,0+,,0.024,24 ms,B-:100 B-N B-2N,8088,-23240,2014
28,53,Ni,,,,,B-:100 B-N B-2N,8000,-16090,2017
28,54,Ni,,,,,,7935,-10720,2017
29,24,Cu,,,1.3e-07,130 ns,P,7891,-13140,
29,25,Cu,3+,,7.5e-08,75 ns,P,8045,-21240,
29,26,Cu,(3/2-),,0.0559,55.9 ms,EC+B+:100 ECP,8234,-31635.403,1987
29,27,Cu,(4+),,0.0804,80.4 ms,EC+B+:100 ECP:0.4,8355.99,-38629.733,1987
29,28,Cu,3/2-,,0.1963,196.3 ms,EC+B+:100,8503.26,-47309.014,1976
29,29,Cu,1+,,3.204,3.204 s,EC+B+:100,8570.97,-51667.851,1952
29,30,Cu,3/2-,,81.5,81.5 s,EC+B+:100,8642,-56358.454,1947
29,31,Cu,2+,,1422,23.7 m,EC+B+:100,8665.6,-58345.262,1947
29,32,Cu,3/2-,,1.202e+04,3.339 h,EC+B+:100,8715.51,-61984.063,1937
29,33,Cu,1+,,580.2,9.67 m,EC+B+:100,8718.08,-62787.543,1936
29,34,Cu,3/2-,69.15,STABLE,stable,,8752.14,-65579.868,1923
29,35,Cu,1+,,4.572e+04,12.7006 h,EC+B+:61.5 B-:38.5,8739.07,-65424.418,1936
29,36,Cu,3/2-,30.85,STABLE,stable,,8757.1,-67263.677,1923
29,37,Cu,1+,,307.2,5.120 m,B-:100,8731.47,-66258.289,1937
29,38,Cu,3/2-,,2.226e+05,61.83 h,B-:100,8737.46,-67319.553,1948
29,39,Cu,1+,,30.9,30.9 s,B-:100,8701.89,-65567.043,1953
29,40,Cu,3/2-,,171,2.85 m,B-:100,8695.2,-65736.221,1966
29,41,Cu,6-,,44.5,44.5 s,B-:100,8646.87,-62976.381,1971
29,42,Cu,3/2(-),,19.4,19.4 s,B-:100,8635.02,-62711.134,1983
29,43,Cu,(2),,6.63,6.63 s,B-:100,8586.53,-59783.006,1983
29,44,Cu,3/2-,,4.2,4.2 s,B-:100 B-N,8568.57,-58987.445,1983
29,45,Cu,2-,,1.63,1.63 s,B-:100 B-N:0,8521.56,-56006.213,1987
29,46,Cu,5/2(-),,1.224,1.224 s,B-:100 B-N:3.5,8495.08,-54470.219,1985
29,47,Cu,,,0.641,0.641 s,B-:100 B-N:3,8443.6,-50981.627,1987
29,48,Cu,5/2-,,0.4698,469.8 ms,B-:100 B-N:30.1,8411.25,-48862.828,1987
29,49,Cu,(4- 5- 6-),,0.335,335 ms,B-:100 B-N:65,8354.67,-44789.474,1991
29,50,Cu,,,0.241,241.0 ms,B-:100 B-N:66 B-2N,8320.94,-42408.039,1991
29,51,Cu,,,0.1136,113.6 ms,B-:100 B-2N B-N,8246,-36679,1995
29,52,Cu,,,0.0732,73.2 ms,B-:100 B-2N B-N,8185,-31910,2010
29,53,Cu,,,0.033,33 ms,B-:100 B-2N B-N,8108,-25730,2010
29,54,Cu,,,,,B-:100 B-N B-2N,8044,-20390,2017
30,24,Zn,0+,,0.00159,1.59 ms,2P:92,7742,-5702,2005
30,25,Zn,,,0.0198,19.8 ms,EC+B+:100 ECP:91,7904,-14270,2001
30,26,Zn,0+,,0.0324,32.4 ms,EC+B+:100 ECP:88,8106,-25390,2001
30,27,Zn,(7/2-),,0.04,40 ms,EC+B+:100 B+P:65,8231,-32550,1976
30,28,Zn,0+,,0.0867,86.7 ms,EC+B+:100 ECP:3,8395.95,-42298.871,1986
